date,postal_code,district,no2,pm10,aqi
2025-07-31,14193,Charlottenburg-Wilmersdorf,36.3,19.1,32
2025-07-31,14193,Charlottenburg-Wilmersdorf,27.8,15.2,25
2025-07-31,14195,Charlottenburg-Wilmersdorf,23.0,23.7,26
2025-07-31,14195,Charlottenburg-Wilmersdorf,38.2,20.5,34
2025-07-31,14197,Charlottenburg-Wilmersdorf,23.1,18.1,24
2025-07-31,14197,Charlottenburg-Wilmersdorf,30.4,21.3,30
2025-07-31,14197,Charlottenburg-Wilmersdorf,30.4,21.7,30
2025-07-31,14199,Charlottenburg-Wilmersdorf,26.8,16.5,25
2025-07-31,14199,Charlottenburg-Wilmersdorf,37.6,21.5,34
2025-07-31,12439,Treptow-Köpenick,35.6,17.9,31
2025-07-31,14055,Charlottenburg-Wilmersdorf,35.3,23.0,34
2025-07-31,14055,Charlottenburg-Wilmersdorf,38.0,24.4,36
2025-07-31,15537,Treptow-Köpenick,28.3,16.0,26
2025-07-31,15566,Treptow-Köpenick,21.6,24.2,26
2025-07-31,15569,Treptow-Köpenick,34.1,24.0,33
2025-08-01,10115,Mitte,24.5,18.4,25
2025-08-01,10117,Friedrichshain-Kreuzberg,21.2,15.3,21
2025-08-01,10117,Friedrichshain-Kreuzberg,26.2,21.6,27
2025-08-01,10119,Mitte,33.7,18.4,30
2025-08-01,10119,Mitte,20.9,16.9,22
2025-08-01,10178,Friedrichshain-Kreuzberg,32.4,16.1,28
2025-08-01,10178,Friedrichshain-Kreuzberg,25.1,17.0,24
2025-08-01,10178,Friedrichshain-Kreuzberg,20.3,17.4,21
2025-08-01,10179,Friedrichshain-Kreuzberg,32.4,23.0,32
2025-08-01,10179,Friedrichshain-Kreuzberg,34.5,22.8,33
2025-08-01,10243,Friedrichshain-Kreuzberg,23.0,19.9,24
2025-08-01,10243,Friedrichshain-Kreuzberg,23.2,20.5,25
2025-08-01,10245,Friedrichshain-Kreuzberg,24.6,24.2,27
2025-08-01,10245,Friedrichshain-Kreuzberg,31.8,24.1,32
2025-08-01,10245,Friedrichshain-Kreuzberg,18.2,23.3,23
2025-08-01,10247,Friedrichshain-Kreuzberg,21.8,18.7,23
2025-08-01,10247,Friedrichshain-Kreuzberg,30.0,18.7,28
2025-08-01,10247,Friedrichshain-Kreuzberg,24.9,23.9,27
2025-08-01,10249,Friedrichshain-Kreuzberg,23.6,24.3,27
2025-08-01,10249,Friedrichshain-Kreuzberg,32.8,23.0,32
2025-08-01,10249,Friedrichshain-Kreuzberg,33.6,22.6,32
2025-08-01,10315,Lichtenberg,34.1,20.6,32
2025-08-01,10315,Lichtenberg,22.6,18.4,23
2025-08-01,10317,Friedrichshain-Kreuzberg,33.5,17.4,30
2025-08-01,10317,Friedrichshain-Kreuzberg,30.5,16.4,27
2025-08-01,10317,Friedrichshain-Kreuzberg,20.6,22.3,24
2025-08-01,10318,Lichtenberg,28.4,22.8,29
2025-08-01,10318,Lichtenberg,18.4,18.6,21
2025-08-01,10318,Lichtenberg,30.0,15.1,26
2025-08-01,10319,Lichtenberg,30.5,24.4,31
2025-08-01,10319,Lichtenberg,31.4,19.4,29
2025-08-01,10365,Friedrichshain-Kreuzberg,20.9,24.7,25
2025-08-01,10365,Friedrichshain-Kreuzberg,28.7,21.8,29
2025-08-01,10367,Friedrichshain-Kreuzberg,21.0,16.2,21
2025-08-01,10367,Friedrichshain-Kreuzberg,34.1,18.3,30
2025-08-01,10367,Friedrichshain-Kreuzberg,29.5,21.6,29
2025-08-01,10369,Lichtenberg,19.6,21.5,23
2025-08-01,10369,Lichtenberg,21.2,17.3,22
2025-08-01,10405,Friedrichshain-Kreuzberg,29.3,16.8,27
2025-08-01,10405,Friedrichshain-Kreuzberg,26.1,17.8,25
2025-08-01,10405,Friedrichshain-Kreuzberg,30.5,22.9,31
2025-08-01,10407,Friedrichshain-Kreuzberg,22.8,17.4,23
2025-08-01,10407,Friedrichshain-Kreuzberg,29.2,22.0,29
2025-08-01,10407,Friedrichshain-Kreuzberg,21.0,23.7,25
2025-08-01,10409,Pankow,27.2,18.9,26
2025-08-01,10435,Mitte,34.3,15.1,29
2025-08-01,10435,Mitte,28.7,16.4,26
2025-08-01,10437,Mitte,18.8,18.1,21
2025-08-01,10437,Mitte,34.8,16.9,30
2025-08-01,10439,Mitte,20.7,17.9,22
2025-08-01,10439,Mitte,30.2,20.4,29
2025-08-01,10551,Mitte,27.1,15.2,25
2025-08-01,10553,Charlottenburg-Wilmersdorf,23.0,15.6,22
2025-08-01,10553,Charlottenburg-Wilmersdorf,21.0,23.6,25
2025-08-01,10555,Charlottenburg-Wilmersdorf,21.0,20.2,23
2025-08-01,10555,Charlottenburg-Wilmersdorf,32.6,24.4,33
2025-08-01,10557,Mitte,32.8,15.0,28
2025-08-01,10559,Mitte,25.9,15.0,24
2025-08-01,10585,Charlottenburg-Wilmersdorf,19.8,22.4,24
2025-08-01,10587,Charlottenburg-Wilmersdorf,33.0,19.8,31
2025-08-01,10587,Charlottenburg-Wilmersdorf,26.3,24.1,28
2025-08-01,10589,Charlottenburg-Wilmersdorf,25.5,22.9,27
2025-08-01,10589,Charlottenburg-Wilmersdorf,24.9,20.0,26
2025-08-01,10623,Charlottenburg-Wilmersdorf,24.2,19.8,25
2025-08-01,10623,Charlottenburg-Wilmersdorf,26.9,23.1,28
2025-08-01,10625,Charlottenburg-Wilmersdorf,28.3,23.0,29
2025-08-01,10627,Charlottenburg-Wilmersdorf,25.9,17.8,25
2025-08-01,10629,Charlottenburg-Wilmersdorf,33.2,21.7,32
2025-08-01,10707,Charlottenburg-Wilmersdorf,23.4,21.4,25
2025-08-01,10709,Charlottenburg-Wilmersdorf,27.8,23.6,29
2025-08-01,10711,Charlottenburg-Wilmersdorf,23.1,23.7,26
2025-08-01,10713,Charlottenburg-Wilmersdorf,30.8,17.7,28
2025-08-01,10715,Charlottenburg-Wilmersdorf,19.7,23.8,24
2025-08-01,10715,Charlottenburg-Wilmersdorf,21.2,24.2,25
2025-08-01,10717,Charlottenburg-Wilmersdorf,31.6,16.1,28
2025-08-01,10719,Charlottenburg-Wilmersdorf,21.1,20.7,24
2025-08-01,10777,Charlottenburg-Wilmersdorf,28.6,19.4,28
2025-08-01,10777,Charlottenburg-Wilmersdorf,34.5,19.0,31
2025-08-01,10779,Charlottenburg-Wilmersdorf,26.9,22.0,28
2025-08-01,10779,Charlottenburg-Wilmersdorf,21.2,16.3,21
2025-08-01,10781,Tempelhof-Schöneberg,23.5,23.2,26
2025-08-01,10783,Friedrichshain-Kreuzberg,32.0,15.3,28
2025-08-01,10783,Friedrichshain-Kreuzberg,24.0,20.8,25
2025-08-01,10785,Friedrichshain-Kreuzberg,30.3,17.3,28
2025-08-01,10785,Friedrichshain-Kreuzberg,31.2,21.7,30
2025-08-01,10785,Friedrichshain-Kreuzberg,26.5,20.3,27
2025-08-01,10787,Charlottenburg-Wilmersdorf,31.3,25.0,32
2025-08-01,10787,Charlottenburg-Wilmersdorf,23.4,23.6,26
2025-08-01,10787,Charlottenburg-Wilmersdorf,26.8,18.4,26
2025-08-01,10789,Charlottenburg-Wilmersdorf,29.7,20.3,29
2025-08-01,10789,Charlottenburg-Wilmersdorf,20.9,18.2,22
2025-08-01,10823,Tempelhof-Schöneberg,22.7,22.3,25
2025-08-01,10825,Charlottenburg-Wilmersdorf,29.1,19.2,28
2025-08-01,10825,Charlottenburg-Wilmersdorf,29.1,16.2,26
2025-08-01,10827,Tempelhof-Schöneberg,26.4,21.6,27
2025-08-01,10829,Tempelhof-Schöneberg,31.5,15.1,27
2025-08-01,10961,Friedrichshain-Kreuzberg,26.2,18.0,25
2025-08-01,10963,Friedrichshain-Kreuzberg,33.0,24.1,33
2025-08-01,10963,Friedrichshain-Kreuzberg,30.5,15.9,27
2025-08-01,10965,Friedrichshain-Kreuzberg,23.3,20.0,25
2025-08-01,10965,Friedrichshain-Kreuzberg,24.7,23.0,27
2025-08-01,10965,Friedrichshain-Kreuzberg,29.4,24.0,30
2025-08-01,10967,Friedrichshain-Kreuzberg,33.2,20.6,31
2025-08-01,10967,Friedrichshain-Kreuzberg,21.0,16.5,21
2025-08-01,10969,Friedrichshain-Kreuzberg,26.7,24.4,29
2025-08-01,10969,Friedrichshain-Kreuzberg,20.0,22.5,24
2025-08-01,10997,Friedrichshain-Kreuzberg,22.8,19.0,24
2025-08-01,10997,Friedrichshain-Kreuzberg,29.7,17.8,27
2025-08-01,10997,Friedrichshain-Kreuzberg,19.3,15.5,20
2025-08-01,10999,Friedrichshain-Kreuzberg,29.3,16.9,27
2025-08-01,10999,Friedrichshain-Kreuzberg,33.3,22.8,32
2025-08-01,10999,Friedrichshain-Kreuzberg,34.5,16.1,30
2025-08-01,10999,Friedrichshain-Kreuzberg,21.7,16.3,22
2025-08-01,12043,Neukölln,30.7,17.0,28
2025-08-01,12045,Neukölln,33.7,19.0,31
2025-08-01,12047,Friedrichshain-Kreuzberg,19.6,16.9,21
2025-08-01,12047,Friedrichshain-Kreuzberg,25.0,24.0,28
2025-08-01,12049,Neukölln,33.6,17.6,30
2025-08-01,12049,Neukölln,21.4,24.2,26
2025-08-01,12051,Neukölln,33.9,24.8,34
2025-08-01,12051,Neukölln,27.0,22.5,28
2025-08-01,12053,Neukölln,19.7,15.1,20
2025-08-01,12055,Neukölln,25.6,17.4,25
2025-08-01,12057,Neukölln,23.5,17.7,24
2025-08-01,12057,Neukölln,22.8,20.4,24
2025-08-01,12059,Friedrichshain-Kreuzberg,27.2,16.6,25
2025-08-01,12059,Friedrichshain-Kreuzberg,26.2,15.8,24
2025-08-01,12059,Friedrichshain-Kreuzberg,26.2,16.8,25
2025-08-01,12099,Neukölln,19.5,18.3,21
2025-08-01,12099,Neukölln,31.6,15.5,28
2025-08-01,12101,Friedrichshain-Kreuzberg,26.2,17.0,25
2025-08-01,12101,Friedrichshain-Kreuzberg,32.0,16.7,28
2025-08-01,12103,Tempelhof-Schöneberg,32.0,22.7,31
2025-08-01,12105,Steglitz-Zehlendorf,23.4,16.7,23
2025-08-01,12105,Steglitz-Zehlendorf,18.1,22.9,23
2025-08-01,12107,Neukölln,33.5,20.1,31
2025-08-01,12107,Neukölln,30.9,22.6,31
2025-08-01,12107,Neukölln,19.8,19.5,22
2025-08-01,12109,Neukölln,29.9,24.0,31
2025-08-01,12109,Neukölln,18.3,17.8,20
2025-08-01,12157,Steglitz-Zehlendorf,18.5,22.7,23
2025-08-01,12157,Steglitz-Zehlendorf,26.9,16.6,25
2025-08-01,12159,Charlottenburg-Wilmersdorf,19.6,23.8,24
2025-08-01,12159,Charlottenburg-Wilmersdorf,34.4,15.3,29
2025-08-01,12161,Charlottenburg-Wilmersdorf,33.2,19.6,31
2025-08-01,12161,Charlottenburg-Wilmersdorf,29.0,19.2,28
2025-08-01,12161,Charlottenburg-Wilmersdorf,19.1,21.2,23
2025-08-01,12163,Steglitz-Zehlendorf,23.5,19.4,24
2025-08-01,12163,Steglitz-Zehlendorf,24.3,20.9,26
2025-08-01,12165,Steglitz-Zehlendorf,26.2,23.6,28
2025-08-01,12167,Steglitz-Zehlendorf,20.9,16.4,21
2025-08-01,12169,Steglitz-Zehlendorf,27.8,17.4,26
2025-08-01,12169,Steglitz-Zehlendorf,25.4,23.0,27
2025-08-01,12203,Steglitz-Zehlendorf,34.1,17.3,30
2025-08-01,12205,Steglitz-Zehlendorf,33.9,24.1,33
2025-08-01,12207,Steglitz-Zehlendorf,27.6,20.4,27
2025-08-01,12209,Steglitz-Zehlendorf,29.0,15.8,26
2025-08-01,12209,Steglitz-Zehlendorf,20.3,15.2,20
2025-08-01,12247,Steglitz-Zehlendorf,21.8,22.6,25
2025-08-01,12247,Steglitz-Zehlendorf,33.3,23.6,33
2025-08-01,12249,Steglitz-Zehlendorf,29.9,17.4,27
2025-08-01,12249,Steglitz-Zehlendorf,21.2,17.4,22
2025-08-01,12277,Steglitz-Zehlendorf,27.7,24.5,30
2025-08-01,12277,Steglitz-Zehlendorf,33.9,21.6,32
2025-08-01,12279,Steglitz-Zehlendorf,23.9,16.7,23
2025-08-01,12279,Steglitz-Zehlendorf,21.2,19.5,23
2025-08-01,12305,Neukölln,34.0,24.1,33
2025-08-01,12305,Neukölln,25.8,21.2,27
2025-08-01,12307,Tempelhof-Schöneberg,25.1,19.1,25
2025-08-01,12309,Tempelhof-Schöneberg,22.5,16.5,22
2025-08-01,12347,Neukölln,33.2,22.3,32
2025-08-01,12347,Neukölln,32.4,17.8,29
2025-08-01,12349,Neukölln,24.9,20.7,26
2025-08-01,12349,Neukölln,18.5,21.0,22
2025-08-01,12351,Neukölln,25.6,20.6,26
2025-08-01,12353,Neukölln,21.1,17.5,22
2025-08-01,12355,Neukölln,20.4,22.1,24
2025-08-01,12355,Neukölln,24.7,20.7,26
2025-08-01,12357,Neukölln,19.7,19.0,22
2025-08-01,12357,Neukölln,34.3,15.5,29
2025-08-01,12359,Neukölln,18.8,18.3,21
2025-08-01,12359,Neukölln,24.8,18.5,25
2025-08-01,12435,Friedrichshain-Kreuzberg,20.8,22.9,24
2025-08-01,12435,Friedrichshain-Kreuzberg,29.7,20.1,29
2025-08-01,12435,Friedrichshain-Kreuzberg,19.3,24.3,24
2025-08-01,12437,Neukölln,27.3,22.5,28
2025-08-01,12437,Neukölln,31.1,20.4,30
2025-08-01,12459,Lichtenberg,34.2,16.7,30
2025-08-01,12459,Lichtenberg,29.9,17.2,27
2025-08-01,12459,Lichtenberg,19.7,16.6,21
2025-08-01,12487,Neukölln,19.5,19.4,22
2025-08-01,12487,Neukölln,30.4,22.2,30
2025-08-01,12489,Neukölln,21.7,22.6,25
2025-08-01,12489,Neukölln,25.6,16.0,24
2025-08-01,12524,Neukölln,34.6,20.0,32
2025-08-01,12524,Neukölln,31.9,19.8,30
2025-08-01,12526,Treptow-Köpenick,32.4,19.4,30
2025-08-01,12527,Treptow-Köpenick,32.6,18.0,29
2025-08-01,12555,Marzahn-Hellersdorf,28.5,19.8,28
2025-08-01,12555,Marzahn-Hellersdorf,30.6,20.2,29
2025-08-01,12557,Treptow-Köpenick,24.1,21.0,26
2025-08-01,12559,Treptow-Köpenick,35.0,18.8,31
2025-08-01,12587,Treptow-Köpenick,22.8,24.5,26
2025-08-01,12589,Treptow-Köpenick,28.0,18.4,27
2025-08-01,12619,Marzahn-Hellersdorf,22.8,24.0,26
2025-08-01,12621,Marzahn-Hellersdorf,19.9,23.0,24
2025-08-01,12621,Marzahn-Hellersdorf,27.6,19.7,27
2025-08-01,12623,Marzahn-Hellersdorf,24.0,20.0,25
2025-08-01,12623,Marzahn-Hellersdorf,27.9,23.7,29
2025-08-01,12627,Marzahn-Hellersdorf,27.5,19.9,27
2025-08-01,12629,Marzahn-Hellersdorf,27.2,21.8,28
2025-08-01,12679,Marzahn-Hellersdorf,20.1,23.1,24
2025-08-01,12681,Lichtenberg,25.5,24.1,28
2025-08-01,12681,Lichtenberg,31.8,17.2,28
2025-08-01,12683,Lichtenberg,23.4,24.8,27
2025-08-01,12683,Lichtenberg,25.5,24.7,28
2025-08-01,12683,Lichtenberg,26.4,18.0,25
2025-08-01,12685,Marzahn-Hellersdorf,32.7,21.1,31
2025-08-01,12687,Marzahn-Hellersdorf,29.1,15.5,26
2025-08-01,12689,Lichtenberg,19.7,16.7,21
2025-08-01,12689,Lichtenberg,32.7,20.8,31
2025-08-01,13051,Lichtenberg,32.1,21.5,31
2025-08-01,13051,Lichtenberg,30.8,20.3,29
2025-08-01,13053,Lichtenberg,25.9,22.0,27
2025-08-01,13053,Lichtenberg,30.9,22.9,31
2025-08-01,13053,Lichtenberg,26.1,16.7,25
2025-08-01,13055,Lichtenberg,30.5,21.6,30
2025-08-01,13055,Lichtenberg,33.0,20.6,31
2025-08-01,13057,Lichtenberg,33.1,16.2,29
2025-08-01,13057,Lichtenberg,25.7,17.3,25
2025-08-01,13059,Lichtenberg,32.6,19.2,30
2025-08-01,13086,Pankow,19.7,23.6,24
2025-08-01,13088,Lichtenberg,19.7,17.2,21
2025-08-01,13088,Lichtenberg,27.3,16.8,25
2025-08-01,13089,Pankow,29.1,22.2,29
2025-08-01,13125,Pankow,20.6,24.8,25
2025-08-01,13127,Pankow,26.0,19.5,26
2025-08-01,13129,Pankow,19.6,18.5,22
2025-08-01,13156,Pankow,28.2,17.5,26
2025-08-01,13156,Pankow,32.5,15.5,28
2025-08-01,13158,Pankow,30.5,16.8,27
2025-08-01,13158,Pankow,24.4,15.9,23
2025-08-01,13159,Pankow,34.9,19.9,32
2025-08-01,13159,Pankow,29.3,24.8,31
2025-08-01,13187,Mitte,31.9,22.9,31
2025-08-01,13187,Mitte,29.4,21.0,29
2025-08-01,13187,Mitte,34.8,19.9,32
2025-08-01,13189,Pankow,32.0,21.2,31
2025-08-01,13347,Mitte,26.8,18.8,26
2025-08-01,13349,Mitte,24.2,16.8,24
2025-08-01,13349,Mitte,29.6,20.9,29
2025-08-01,13351,Charlottenburg-Wilmersdorf,28.0,20.3,28
2025-08-01,13351,Charlottenburg-Wilmersdorf,28.7,24.4,30
2025-08-01,13353,Charlottenburg-Wilmersdorf,23.8,21.5,26
2025-08-01,13353,Charlottenburg-Wilmersdorf,25.3,22.7,27
2025-08-01,13355,Mitte,27.5,15.9,25
2025-08-01,13357,Mitte,32.3,22.6,31
2025-08-01,13357,Mitte,31.0,24.8,32
2025-08-01,13359,Mitte,20.0,21.6,23
2025-08-01,13359,Mitte,22.2,22.4,25
2025-08-01,13359,Mitte,18.5,24.8,24
2025-08-01,13403,Reinickendorf,18.1,18.9,21
2025-08-01,13405,Charlottenburg-Wilmersdorf,21.8,23.2,25
2025-08-01,13405,Charlottenburg-Wilmersdorf,31.6,19.0,29
2025-08-01,13405,Charlottenburg-Wilmersdorf,33.4,19.3,30
2025-08-01,13407,Mitte,24.7,21.6,26
2025-08-01,13407,Mitte,27.6,17.6,26
2025-08-01,13407,Mitte,30.0,24.9,31
2025-08-01,13409,Mitte,34.2,18.3,31
2025-08-01,13409,Mitte,33.5,16.2,29
2025-08-01,13409,Mitte,19.0,18.2,21
2025-08-01,13435,Reinickendorf,22.2,23.6,26
2025-08-01,13437,Pankow,18.8,18.1,21
2025-08-01,13437,Pankow,28.5,21.1,28
2025-08-01,13439,Pankow,30.1,24.4,31
2025-08-01,13439,Pankow,23.2,17.6,23
2025-08-01,13465,Reinickendorf,32.5,16.3,28
2025-08-01,13467,Reinickendorf,25.7,16.0,24
2025-08-01,13469,Pankow,35.0,19.4,32
2025-08-01,13469,Pankow,18.0,16.0,19
2025-08-01,13503,Reinickendorf,19.9,19.5,22
2025-08-01,13505,Reinickendorf,23.1,23.6,26
2025-08-01,13505,Reinickendorf,18.4,22.8,23
2025-08-01,13507,Reinickendorf,31.3,20.8,30
2025-08-01,13509,Reinickendorf,18.9,23.5,24
2025-08-01,13581,Spandau,30.7,16.0,27
2025-08-01,13583,Spandau,18.9,21.1,22
2025-08-01,13585,Spandau,22.3,16.2,22
2025-08-01,13587,Reinickendorf,32.3,19.8,30
2025-08-01,13587,Reinickendorf,34.2,19.6,31
2025-08-01,13589,Spandau,25.0,17.7,24
2025-08-01,13591,Spandau,34.5,23.3,33
2025-08-01,13593,Spandau,28.7,17.3,27
2025-08-01,13595,Charlottenburg-Wilmersdorf,25.1,20.5,26
2025-08-01,13595,Charlottenburg-Wilmersdorf,31.6,19.8,30
2025-08-01,13597,Charlottenburg-Wilmersdorf,23.0,19.3,24
2025-08-01,13597,Charlottenburg-Wilmersdorf,22.5,15.3,22
2025-08-01,13599,Charlottenburg-Wilmersdorf,29.2,22.0,29
2025-08-01,13599,Charlottenburg-Wilmersdorf,24.6,15.1,23
2025-08-01,13599,Charlottenburg-Wilmersdorf,20.3,23.2,24
2025-08-01,13627,Charlottenburg-Wilmersdorf,19.1,17.7,21
2025-08-01,13627,Charlottenburg-Wilmersdorf,31.4,16.2,28
2025-08-01,13627,Charlottenburg-Wilmersdorf,29.5,19.2,28
2025-08-01,13629,Charlottenburg-Wilmersdorf,25.0,20.6,26
2025-08-01,13629,Charlottenburg-Wilmersdorf,33.2,18.1,30
2025-08-01,13629,Charlottenburg-Wilmersdorf,25.0,16.2,24
2025-08-01,14050,Charlottenburg-Wilmersdorf,30.1,15.2,26
2025-08-01,14050,Charlottenburg-Wilmersdorf,33.5,22.0,32
2025-08-01,14052,Charlottenburg-Wilmersdorf,32.3,23.9,32
2025-08-01,14052,Charlottenburg-Wilmersdorf,26.7,16.0,25
2025-08-01,14053,Charlottenburg-Wilmersdorf,29.6,17.3,27
2025-08-01,14193,Charlottenburg-Wilmersdorf,25.0,15.2,23
2025-08-01,14193,Charlottenburg-Wilmersdorf,29.0,23.9,30
2025-08-01,14193,Charlottenburg-Wilmersdorf,22.4,19.4,24
2025-08-01,14057,Charlottenburg-Wilmersdorf,25.4,24.3,28
2025-08-01,14059,Charlottenburg-Wilmersdorf,21.6,19.7,23
2025-08-01,14089,Charlottenburg-Wilmersdorf,18.6,23.6,23
2025-08-01,14089,Charlottenburg-Wilmersdorf,28.0,24.5,30
2025-08-01,14089,Charlottenburg-Wilmersdorf,32.7,18.4,30
2025-08-01,14109,Spandau,18.4,21.4,22
2025-08-01,14109,Spandau,21.3,21.7,24
2025-08-01,14129,Charlottenburg-Wilmersdorf,25.8,15.2,24
2025-08-01,14129,Charlottenburg-Wilmersdorf,29.3,19.4,28
2025-08-01,14129,Charlottenburg-Wilmersdorf,20.9,23.6,25
2025-08-01,14163,Steglitz-Zehlendorf,19.0,24.5,24
2025-08-01,14165,Steglitz-Zehlendorf,26.8,24.0,29
2025-08-01,14167,Steglitz-Zehlendorf,31.9,24.7,32
2025-08-01,14169,Charlottenburg-Wilmersdorf,18.6,21.5,22
2025-08-01,14169,Charlottenburg-Wilmersdorf,23.9,17.3,24
2025-08-01,14193,Charlottenburg-Wilmersdorf,29.3,20.8,29
2025-08-01,14193,Charlottenburg-Wilmersdorf,20.2,19.2,22
2025-08-01,14193,Charlottenburg-Wilmersdorf,22.0,17.6,23
2025-08-01,14195,Charlottenburg-Wilmersdorf,27.1,22.7,28
2025-08-01,14195,Charlottenburg-Wilmersdorf,34.2,21.3,32
2025-08-01,14197,Charlottenburg-Wilmersdorf,22.9,22.9,26
2025-08-01,14197,Charlottenburg-Wilmersdorf,26.3,17.7,25
2025-08-01,14197,Charlottenburg-Wilmersdorf,24.8,24.0,28
2025-08-01,14199,Charlottenburg-Wilmersdorf,33.3,17.4,29
2025-08-01,14199,Charlottenburg-Wilmersdorf,19.2,21.0,23
2025-08-01,12439,Treptow-Köpenick,27.6,15.6,25
2025-08-01,14055,Charlottenburg-Wilmersdorf,32.4,20.4,30
2025-08-01,14055,Charlottenburg-Wilmersdorf,34.8,16.0,30
2025-08-01,15537,Treptow-Köpenick,29.9,18.3,28
2025-08-01,15566,Treptow-Köpenick,24.5,23.6,27
2025-08-01,15569,Treptow-Köpenick,25.0,23.9,28
2025-08-02,10115,Mitte,16.8,22.7,22
2025-08-02,10117,Friedrichshain-Kreuzberg,19.8,18.7,22
2025-08-02,10117,Friedrichshain-Kreuzberg,21.4,20.8,24
2025-08-02,10119,Mitte,22.4,17.2,23
2025-08-02,10119,Mitte,17.6,21.8,22
2025-08-02,10178,Friedrichshain-Kreuzberg,21.1,18.5,22
2025-08-02,10178,Friedrichshain-Kreuzberg,23.5,17.2,23
2025-08-02,10178,Friedrichshain-Kreuzberg,23.6,20.8,25
2025-08-02,10179,Friedrichshain-Kreuzberg,21.0,16.1,21
2025-08-02,10179,Friedrichshain-Kreuzberg,20.2,21.9,24
2025-08-02,10243,Friedrichshain-Kreuzberg,18.9,16.9,20
2025-08-02,10243,Friedrichshain-Kreuzberg,14.8,20.5,20
2025-08-02,10245,Friedrichshain-Kreuzberg,14.1,18.9,18
2025-08-02,10245,Friedrichshain-Kreuzberg,18.4,20.7,22
2025-08-02,10245,Friedrichshain-Kreuzberg,14.5,17.5,18
2025-08-02,10247,Friedrichshain-Kreuzberg,19.5,18.1,21
2025-08-02,10247,Friedrichshain-Kreuzberg,20.3,16.4,21
2025-08-02,10247,Friedrichshain-Kreuzberg,18.9,22.8,23
2025-08-02,10249,Friedrichshain-Kreuzberg,13.0,15.7,16
2025-08-02,10249,Friedrichshain-Kreuzberg,13.3,18.8,18
2025-08-02,10249,Friedrichshain-Kreuzberg,13.9,19.5,18
2025-08-02,10315,Lichtenberg,14.4,17.0,17
2025-08-02,10315,Lichtenberg,24.4,18.8,25
2025-08-02,10317,Friedrichshain-Kreuzberg,16.7,19.2,20
2025-08-02,10317,Friedrichshain-Kreuzberg,16.1,17.2,19
2025-08-02,10317,Friedrichshain-Kreuzberg,13.2,21.4,19
2025-08-02,10318,Lichtenberg,20.2,15.3,20
2025-08-02,10318,Lichtenberg,20.4,17.0,21
2025-08-02,10318,Lichtenberg,14.7,21.2,20
2025-08-02,10319,Lichtenberg,23.5,21.3,25
2025-08-02,10319,Lichtenberg,22.1,17.7,23
2025-08-02,10365,Friedrichshain-Kreuzberg,15.3,21.8,21
2025-08-02,10365,Friedrichshain-Kreuzberg,18.4,19.7,21
2025-08-02,10367,Friedrichshain-Kreuzberg,18.1,20.3,21
2025-08-02,10367,Friedrichshain-Kreuzberg,16.7,18.3,20
2025-08-02,10367,Friedrichshain-Kreuzberg,22.3,24.8,26
2025-08-02,10369,Lichtenberg,13.9,22.4,20
2025-08-02,10369,Lichtenberg,17.5,17.5,20
2025-08-02,10405,Friedrichshain-Kreuzberg,17.7,17.4,20
2025-08-02,10405,Friedrichshain-Kreuzberg,18.2,22.7,23
2025-08-02,10405,Friedrichshain-Kreuzberg,22.9,18.9,24
2025-08-02,10407,Friedrichshain-Kreuzberg,15.2,15.9,17
2025-08-02,10407,Friedrichshain-Kreuzberg,13.8,15.4,16
2025-08-02,10407,Friedrichshain-Kreuzberg,20.0,19.1,22
2025-08-02,10409,Pankow,14.7,19.1,19
2025-08-02,10435,Mitte,13.5,22.1,19
2025-08-02,10435,Mitte,17.7,20.7,21
2025-08-02,10437,Mitte,15.2,22.7,21
2025-08-02,10437,Mitte,16.9,18.2,20
2025-08-02,10439,Mitte,15.7,21.2,20
2025-08-02,10439,Mitte,13.7,23.9,20
2025-08-02,10551,Mitte,19.3,15.7,20
2025-08-02,10553,Charlottenburg-Wilmersdorf,12.9,22.1,19
2025-08-02,10553,Charlottenburg-Wilmersdorf,24.1,22.2,26
2025-08-02,10555,Charlottenburg-Wilmersdorf,16.7,22.9,22
2025-08-02,10555,Charlottenburg-Wilmersdorf,20.9,17.7,22
2025-08-02,10557,Mitte,22.2,19.2,23
2025-08-02,10559,Mitte,15.9,17.4,19
2025-08-02,10585,Charlottenburg-Wilmersdorf,21.5,18.1,22
2025-08-02,10587,Charlottenburg-Wilmersdorf,22.5,24.7,26
2025-08-02,10587,Charlottenburg-Wilmersdorf,15.5,19.5,19
2025-08-02,10589,Charlottenburg-Wilmersdorf,24.4,23.5,27
2025-08-02,10589,Charlottenburg-Wilmersdorf,12.8,22.9,20
2025-08-02,10623,Charlottenburg-Wilmersdorf,15.2,19.4,19
2025-08-02,10623,Charlottenburg-Wilmersdorf,21.9,24.9,26
2025-08-02,10625,Charlottenburg-Wilmersdorf,14.9,23.4,21
2025-08-02,10627,Charlottenburg-Wilmersdorf,20.9,19.8,23
2025-08-02,10629,Charlottenburg-Wilmersdorf,22.8,18.1,23
2025-08-02,10707,Charlottenburg-Wilmersdorf,24.0,15.8,23
2025-08-02,10709,Charlottenburg-Wilmersdorf,18.2,19.6,21
2025-08-02,10711,Charlottenburg-Wilmersdorf,24.2,18.6,24
2025-08-02,10713,Charlottenburg-Wilmersdorf,17.5,22.1,22
2025-08-02,10715,Charlottenburg-Wilmersdorf,15.2,15.2,17
